date,store_id,product_id,value
2023-07-09,18,195,0.6530041133265974
2023-03-12,3,132,0.2128620165165096
2023-12-12,9,97,0.33117585096560764
2023-03-04,22,172,0.3628418045659261
2023-12-29,16,109,0.08899066449215143
2023-05-11,17,76,0.39076234436373725
2023-12-10,11,114,0.8612715293971133
2023-07-20,14,168,0.13258663371719348
2023-03-05,21,149,0.6427238017954331
2023-10-11,14,121,0.47774610537235773
2023-01-30,25,93,0.4399242245117041
2023-06-10,11,15,0.2511530864881035
2023-02-19,5,125,0.9296947972016815
2023-06-09,18,105,0.7683457478548975
2023-09-09,12,5,0.7606662580255846
2023-03-12,15,182,0.22768124315078475
2023-04-08,18,162,0.3080795425521049
2023-03-08,10,75,0.24613982885226948
2023-01-27,22,41,0.1141224735180314
2023-08-13,15,48,0.76174916546998
2023-04-01,15,43,0.9826349721947868
2023-08-03,25,184,0.3782463606570804
2023-07-22,6,167,0.3061736385868853
2023-09-19,20,20,0.9482201090105893
2023-05-20,14,96,0.6153205643567774
2023-02-07,20,122,0.6021917540457881
2023-09-11,9,135,0.30480475472725677
2023-04-27,4,67,0.17692688001344437
2023-01-17,1,44,0.5185205193354357
2023-01-09,7,88,0.6994192272308615
2023-06-23,15,102,0.502789310024542
2023-02-11,10,121,0.7186027396809003
2023-05-27,12,127,0.8499944276157219
2023-09-15,21,199,0.09212716820930322
2023-06-28,2,34,0.4509327690804287
2023-07-08,24,40,0.9003271053743084
2023-09-11,2,54,0.574085501422124
2023-11-12,10,44,0.3447771083006932
2023-02-26,17,28,0.9768157653798413
2023-02-11,20,82,0.14192907464753202
2023-01-30,16,7,0.9538812844673069
2023-03-17,17,156,0.07710350262303967
2023-11-18,14,179,0.14144561814368106
2023-03-18,12,26,0.17506781186971754
2023-03-14,11,16,0.29868137961715324
2023-11-02,17,56,0.1871018455915059
2023-02-12,5,167,0.9301841811301234
2023-03-02,11,136,0.36730026544679495
2023-10-27,20,115,0.9365294311917747
2023-03-27,13,58,0.47666728550784265
2023-11-14,16,51,0.25442209070987054
2023-07-11,14,77,0.2412589606014669
2023-06-13,21,167,0.7711465785869991
2023-06-30,25,164,0.4952939627318983
2023-11-17,17,122,0.7435755174593327
2023-12-23,3,130,0.6306521181047351
2023-04-26,14,98,0.9427169057380308
2023-09-08,6,126,0.02915586106791679
2023-11-16,22,5,0.715110907945843
2023-01-12,17,101,0.28075637079172955
2023-02-28,24,200,0.1064036607548089
2023-01-06,21,195,0.2955632599274467
2023-08-29,20,177,0.3011563086991026
2023-07-21,12,11,0.009607643348799044
2023-01-20,23,152,0.9502017543343254
2023-06-02,16,93,0.06145447599145437
2023-09-21,22,132,0.06959614478561771
2023-04-25,15,145,0.9895946919452406
2023-12-09,12,142,0.35080988737318264
2023-03-16,16,163,0.3530352626189641
2023-01-07,20,58,0.6854934550575645
2023-04-03,10,153,0.08056836177952675
2023-03-15,7,183,0.8409137999460554
2023-03-21,3,134,0.462855557137023
2023-01-09,18,135,0.11543070949005263
2023-02-13,24,137,0.4217879244470769
2023-01-08,2,4,0.255628006501323
2023-07-16,18,165,0.33225843943889255
2023-03-25,8,107,0.41923368580854636
2023-12-19,13,200,0.8569997274716352
2023-10-19,24,65,0.5147691008440276
2023-07-25,4,98,0.8560275031592429
2023-09-04,16,4,0.6942626398613
2023-11-24,17,120,0.49228216778515044
2023-06-06,5,120,0.19637995535582298
2023-01-29,14,23,0.07713635738064029
2023-06-12,17,168,0.4771256310589018
2023-03-05,2,73,0.4974599826456937
2023-11-09,1,90,0.8717874565140203
2023-12-14,20,67,0.2956052151386712
2023-04-05,11,100,0.3889498800183684
2023-10-26,16,117,0.21025182253067298
2023-10-23,25,49,0.37022742603598924
2023-04-18,12,168,0.9668447321461645
2023-02-10,22,49,0.18970870316024857
2023-02-27,21,161,0.4563478764907818
2023-02-19,16,2,0.28783077114640687
2023-08-25,11,32,0.11131133473928767
2023-12-01,15,114,0.3519537360001227
2023-04-10,16,76,0.46308060508307436
2023-04-28,21,13,0.6954792612605324
2023-07-20,15,47,0.5663812624039241
2023-12-25,15,132,0.613792802110443
2023-08-26,8,86,0.608561106526126
2023-04-17,14,132,0.04285589945846069
2023-07-19,7,14,0.5222904321573382
2023-12-03,18,34,0.0928795086952765
2023-03-28,24,123,0.7923346458953953
2023-10-23,11,163,0.4223254821674506
2023-11-05,5,56,0.8272519470471914
2023-06-20,13,177,0.48092667285099744
2023-06-21,18,196,0.3585146726299794
2023-09-20,22,8,0.11932334100888808
2023-06-12,7,40,0.9068658435500379
2023-11-11,25,110,0.7031841361354545
2023-09-23,3,151,0.08890116395841585
2023-03-14,18,198,0.7115146777541215
2023-07-28,14,186,0.2482032773596461
2023-09-03,13,163,0.6807049520667453
2023-04-18,9,14,0.6508654515283527
2023-12-11,15,118,0.9483273724467557
2023-04-13,4,45,0.28955439887669887
2023-01-08,18,82,0.651592395229567
