date,store_id,product_id,value
2023-03-27,9,133,0.3813944983976798
2023-03-24,22,73,0.8701186862959055
2023-05-07,18,2,0.43797732911345455
2023-11-11,1,186,0.455915324685606
2023-09-17,24,102,0.9691941761862485
2023-03-08,7,158,0.3076129219538727
2023-06-13,3,150,0.9109541588952214
2023-02-18,19,31,0.05470949606169129
2023-11-29,25,61,0.15328191170205197
2023-03-28,6,3,0.3237222226607931
2023-11-26,3,188,0.42293590312234475
2023-01-08,7,142,0.32240160371335436
2023-04-13,21,151,0.6852573543848345
2023-05-08,13,176,0.625607115545424
2023-12-28,21,161,0.535101157600303
2023-12-07,14,71,0.8147970568044391
2023-10-02,12,160,0.9967727089471689
2023-08-02,15,192,0.6067260574486606
2023-05-05,2,163,0.37090320066510196
2023-09-02,18,107,0.8070353517380976
2023-04-01,1,128,0.3653071201813678
2023-02-10,12,22,0.8851971839065169
2023-11-05,8,155,0.3029234382100797
2023-12-07,22,194,0.5223331931539886
2023-11-22,21,177,0.5339321294523505
2023-08-22,4,129,0.30643852034901475
2023-12-09,17,68,0.4497812784396167
2023-07-17,7,132,0.24142455591968726
2023-03-20,11,43,0.5495132965938562
2023-07-23,18,115,0.37369854368053623
2023-09-26,20,36,0.14027718371589604
2023-12-08,24,21,0.05338638129367046
2023-06-29,5,118,0.10913788564481597
2023-01-24,11,121,0.41563142356134264
2023-03-17,6,43,0.039566252161224225
2023-09-04,1,90,0.8272548205250286
2023-08-14,23,128,0.21767690456829047
2023-09-21,5,196,0.5201237215867404
2023-12-11,6,6,0.04871156256501363
2023-12-25,21,182,0.48167283191751686
2023-11-13,6,193,0.01849955453731722
2023-07-29,5,137,0.3612192741273541
2023-06-28,23,151,0.3171972370178371
2023-03-10,25,95,0.9853429837445783
2023-09-17,1,127,0.18211353075267145
2023-08-29,15,114,0.15673584189301804
2023-06-21,15,72,0.9073264590191387
2023-12-18,5,143,0.51260720145552
2023-09-26,11,81,0.7313516153135386
2023-04-08,17,112,0.19067985876107774
2023-09-02,2,177,0.6908093432458117
2023-04-18,14,144,0.8558594780280383
2023-03-08,14,59,0.6926424685748978
2023-01-04,15,110,0.9466637691740027
2023-09-02,18,110,0.7247369742674207
2023-06-05,21,16,0.9182157102478807
2023-08-19,6,93,0.5521167711063704
2023-06-19,10,130,0.7019840114851433
2023-08-24,7,27,0.20621296060478067
2023-10-05,21,15,0.20299043112563597
2023-03-06,6,73,0.47075440818338343
2023-09-29,17,159,0.3008740941234411
2023-07-25,1,119,0.10074972360948031
2023-04-18,6,119,0.1640711961333723
2023-10-14,13,101,0.7382920556006018
2023-08-21,23,46,0.6409801896236809
2023-11-01,21,93,0.5646722180383938
2023-06-02,11,44,0.6781316122737654
2023-03-27,2,97,0.4510210509408926
2023-09-01,8,113,0.17994969818307482
2023-03-20,5,155,0.4621590665568611
2023-06-11,10,11,0.883649477389538
2023-10-09,3,96,0.5309928812077396
2023-04-29,23,164,0.43729815594192045
2023-05-17,22,126,0.6892406708876766
2023-07-16,24,4,0.39811336454551205
2023-05-07,20,136,0.1149800400983455
2023-08-05,17,84,0.6143696744206054
2023-09-09,8,48,0.6314257603794161
2023-08-23,13,157,0.30054737893713557
2023-10-14,25,192,0.42887480547247336
2023-03-08,6,199,0.8574529255199985
2023-02-11,23,52,0.7962706213120093
2023-08-08,22,54,0.13507301400611504
2023-09-15,1,112,0.6247411070558415
2023-01-10,23,73,0.8735624389279398
2023-05-31,22,111,0.16771424347536334
2023-12-27,19,173,0.09446686509395696
2023-05-11,21,130,0.33494158506893
2023-08-10,8,91,0.4272751696820427
2023-06-19,19,90,0.11802549006052487
2023-12-19,15,86,0.9464114183786237
2023-06-13,9,72,0.5504339862432862
2023-02-16,25,174,0.8738593285859744
2023-12-09,9,67,0.08273801425392924
2023-10-31,6,31,0.29410176858350723
2023-07-25,24,194,0.9920661468761698
2023-06-09,9,18,0.518913193358963
2023-11-21,20,3,0.20920579047026344
2023-09-14,4,64,0.7192326855694401
2023-03-25,14,132,0.8819282438329686
2023-06-05,22,182,0.3419186161355461
2023-10-30,7,37,0.016296024179665358
2023-07-02,10,109,0.32944961154789976
2023-02-05,11,183,0.014997097038734641
2023-03-04,15,106,0.36641001283564467
2023-12-26,24,149,0.3749191927067751
2023-04-23,12,117,0.09175712581206064
2023-03-07,20,180,0.6725793881534955
2023-01-13,12,19,0.8669748640985763
2023-12-06,4,24,0.33714907749475254
2023-03-25,22,123,0.31732337040518765
2023-12-05,16,121,0.9644772255213843
2023-09-12,20,126,0.6587767474421482
2023-09-05,5,195,0.8046647669064069
2023-12-25,25,137,0.053877472027599516
2023-02-12,19,141,0.301296310004331
2023-11-18,11,136,0.5543376041101826
2023-05-26,23,196,0.8324501714108303
2023-09-20,20,159,0.9617270782335298
2023-09-15,3,87,0.2729293461207156
2023-06-27,11,104,0.5396119732336391
2023-08-12,20,69,0.9873931374120732
2023-05-26,9,165,0.12871429183081307
2023-05-06,11,180,0.8272757319093835
2023-03-10,6,193,0.11327573614798447
2023-03-14,8,54,0.6598451669274887
2023-02-26,8,97,0.18268696060511214
2023-10-11,14,8,0.7703782843508675
2023-12-13,16,75,0.6463475842835996
2023-04-21,17,189,0.7988398192216355
2023-07-04,13,22,0.8850630885343522
2023-07-19,18,39,0.21286703543480634
2023-02-20,24,118,0.3909626078856394
2023-05-16,11,23,0.09380785440231376
2023-11-26,15,58,0.2508030153212176
2023-01-11,10,200,0.20109216758652537
2023-02-14,3,193,0.008999153342548749
2023-08-14,12,2,0.9988973636124974
2023-10-24,16,43,0.6984316471674873
2023-03-29,5,26,0.5250010010651949
2023-11-12,15,77,0.483954457387054
2023-03-03,13,181,0.6195934631711101
2023-03-27,25,183,0.543795232733756
2023-08-13,25,105,0.971629033013622
2023-11-24,25,153,0.9363902918144996
2023-02-19,4,194,0.4428333827013926
2023-06-02,18,85,0.8320179374941105
2023-01-15,23,41,0.4377301520027692
2023-08-25,13,110,0.1711028620892875
2023-06-26,20,128,0.5202204616932932
2023-05-29,20,86,0.8011866921469174
2023-12-27,19,108,0.3323456659100483
2023-04-30,2,144,0.8945006942398389
2023-04-15,22,74,0.1992782815569082
2023-09-07,3,46,0.9805910253777264
2023-03-15,25,170,0.5318317701650364
2023-05-26,15,18,0.4591664932677605
2023-02-23,25,136,0.09841926632061171
2023-08-31,22,69,0.8179849578840424
2023-04-12,22,188,0.9134342594851903
2023-07-11,2,108,0.5319193241133079
2023-01-14,20,15,0.75021699777679
2023-07-21,8,30,0.9652325692224111
2023-04-04,7,94,0.8054398646805757
2023-08-20,17,58,0.3476449494936542
2023-07-31,7,65,0.3491214019931661
2023-08-31,13,165,0.4939464492566231
2023-02-11,19,78,0.798964707574482
2023-11-11,8,79,0.6995274495796122
2023-08-02,12,83,0.8654232658079247
2023-05-02,22,167,0.5539634418289068
2023-01-21,15,55,0.9531340436559543
2023-01-13,23,162,0.8788472926073163
2023-04-07,13,172,0.6669886783922988
2023-03-27,22,73,0.17834880113965546
2023-10-29,17,42,0.8396199031210124
2023-01-01,16,78,0.39215751311683333
2023-11-04,1,9,0.17983020852610831
2023-03-27,4,113,0.923005003220562
2023-04-11,22,137,0.7919302294698842
2023-01-06,12,134,0.893777739572135
2023-12-16,5,12,0.37533681665843877
2023-02-09,1,193,0.3001814036864565
2023-05-20,9,197,0.8672186944856496
2023-12-16,9,6,0.7468500773176171
2023-10-28,2,146,0.2938562889079027
2023-03-12,2,101,0.5301450277716062
2023-05-03,17,19,0.06767359600924505
2023-03-08,25,75,0.43905441055183936
2023-08-25,13,28,0.5293164254778084
2023-04-15,1,36,0.7325556247639851
2023-03-22,11,130,0.8169317701605227
2023-01-09,11,148,0.7317779642186498
2023-12-27,20,83,0.24999568132453265
2023-06-04,2,61,0.18382015429674192
2023-03-25,19,130,0.12054640231928226
2023-05-08,11,144,0.22877670834680686
2023-05-09,6,185,0.13759442496483643
2023-11-06,10,49,0.9754083997791438
2023-01-08,20,64,0.3481154717301107
2023-08-14,4,25,0.9985237615729455
2023-11-09,18,9,0.6715881673528352
2023-06-28,6,117,0.1527198777194535
2023-07-08,18,24,0.022734417659254436
2023-12-17,14,161,0.6654662828897936
2023-09-13,10,103,0.0005692383324021888
2023-05-14,20,90,0.24586371708674415
2023-03-22,13,11,0.9613907397982109
2023-02-23,1,79,0.39754627867407444
2023-07-31,19,94,0.5217569456360871
2023-06-15,22,181,0.6637487174873883
2023-12-06,16,179,0.024485788073585257
2023-06-28,12,93,0.16143808219347489
2023-03-06,15,127,0.42255750622648136
2023-05-12,24,83,0.1407795654884767
2023-05-27,19,10,0.19775178449430475
2023-09-23,3,50,0.5946183127505524
2023-09-16,24,51,0.1155531650738646
2023-07-05,15,187,0.9091638494012213
2023-08-13,16,151,0.22115450580831975
2023-08-16,22,71,0.6857352771333762
2023-11-10,7,194,0.5171468545846116
2023-03-17,15,165,0.9617294611690991
2023-10-17,13,7,0.3198845028979639
2023-11-12,3,100,0.34107502207998786
2023-06-08,16,179,0.48506851620248537
2023-07-08,9,2,0.8480712024496089
2023-05-02,18,46,0.7781786623990439
2023-06-17,13,165,0.49851129920698667
2023-11-11,12,117,0.958100902086833
2023-06-02,13,181,0.7704780704687962
2023-04-25,11,171,0.9382725622745655
2023-07-16,4,158,0.9144258798939217
2023-11-28,22,4,0.8831048122779633
2023-04-03,21,116,0.669676530871235
2023-02-22,10,94,0.02854518894417235
2023-11-15,5,18,0.8153670146709006
2023-01-09,24,41,0.8428956914302136
2023-03-03,15,67,0.7186346138688042
2023-04-17,3,22,0.2435674412195803
2023-04-13,23,132,0.11033909790952656
2023-03-29,12,23,0.9066672742789927
2023-10-01,24,91,0.9048477010032836
2023-11-07,24,35,0.05228583777932727
2023-04-19,5,50,0.06876386823948466
2023-08-09,3,32,0.36758479622523965
2023-08-01,14,192,0.8074709730493446
2023-03-02,17,20,0.9683189652663362
2023-12-10,17,147,0.7999565203532889
2023-11-27,3,75,0.7389533273441891
2023-05-19,13,98,0.3123356603914903
2023-09-15,15,184,0.5037423568940246
2023-07-01,10,200,0.5561201061156809
2023-12-31,20,161,0.07599543991968327
2023-06-29,19,65,0.2724720637921101
2023-03-29,10,37,0.8751460575470534
2023-09-27,1,128,0.03161874525500663
2023-04-25,2,30,0.42132879034261916
