date,store_id,product_id,value
2023-11-29,6,131,0.3443040837113087
2023-12-25,8,108,0.5628222950205725
2023-11-09,22,183,0.12975415924249012
2023-06-28,22,105,0.8931261316735246
2023-01-28,13,32,0.7010057342358991
2023-11-06,20,107,0.14004131739330183
2023-05-10,22,53,0.07333818996306485
2023-10-13,9,141,0.23006952720197515
2023-03-03,5,6,0.9942410142229164
2023-10-09,6,25,0.3803193871689676
2023-06-24,12,74,0.7021343185425499
2023-01-02,3,158,0.3516882486633961
2023-06-19,19,40,0.939947805046837
2023-12-28,19,152,0.039894667402377015
2023-08-13,8,187,0.52659642404711
2023-05-20,25,181,0.7253187878901678
2023-08-07,15,85,0.294825447840415
2023-10-31,25,48,0.8237950041095671
2023-04-02,19,191,0.94852162150609
2023-07-21,18,151,0.3353723158889289
2023-12-05,5,184,0.7564521013745318
2023-08-30,1,108,0.9499766235131112
2023-01-11,12,49,0.5555184490903861
2023-05-04,4,126,0.6123519841105322
2023-10-10,25,120,0.38186439284706264
2023-04-21,13,104,0.40863905483746854
2023-04-06,23,23,0.7335227470930474
2023-03-30,3,36,0.9309725897493055
2023-02-13,12,146,0.889787055482422
2023-08-15,6,139,0.8189688527922565
2023-09-09,23,12,0.10279963465447206
2023-12-24,1,169,0.9889601442492311
2023-06-23,11,17,0.6282622203087413
2023-03-22,4,171,0.25501319104755127
2023-05-18,10,54,0.937219391557786
2023-06-24,19,63,0.5872380206010432
2023-03-17,14,43,0.25474407138006916
2023-07-22,9,182,0.026201206161601598
2023-05-17,1,10,0.7721167057130789
2023-11-30,23,184,0.5546683062912147
2023-11-13,23,102,0.3796427262279345
2023-04-18,13,91,0.03988598535790022
2023-04-26,13,146,0.944946198133824
2023-04-22,6,147,0.30219371788242555
2023-05-02,18,77,0.27570580688926905
2023-08-31,15,112,0.8068000446043075
2023-01-03,25,91,0.14229367300153783
2023-10-08,1,171,0.4837224957759849
2023-04-14,15,147,0.10828492618757557
2023-01-31,16,50,0.39044582757830226
2023-09-02,4,152,0.9453520623792189
2023-01-28,11,173,0.9689641892268653
2023-11-23,14,103,0.5933239049242246
2023-06-03,17,161,0.18935013514108667
2023-10-03,17,164,0.7064456562268867
2023-01-07,11,153,0.3199909531263
2023-08-24,21,111,0.09052443196584314
2023-03-17,18,32,0.34007458491829234
2023-02-04,11,125,0.3528570748836408
2023-04-26,1,200,0.9593343643069807
2023-12-21,15,82,0.8404448300307865
2023-01-17,18,176,0.000948990058788346
2023-03-28,11,182,0.056754978598408834
2023-01-30,11,103,0.14923851778363262
2023-06-13,1,25,0.3524847479770815
2023-03-09,24,50,0.020002298862130008
2023-03-05,8,175,0.12643693237468068
2023-01-01,17,175,0.7235706126585902
2023-06-11,5,123,0.6239877638685873
2023-09-26,24,3,0.5514384127838271
2023-10-28,15,81,0.6942720917538765
2023-02-10,6,4,0.0014865976856582863
2023-06-09,11,62,0.08964295106573528
2023-07-26,4,80,0.9158519718103486
