date,city,avg_temp,rainfall_mm,humidity,weather_condition
2023-01-01,New York,21.265765981268174,2.5773321576580255,86.28489562333162,Rain
2023-01-02,New York,19.90199414926019,0.6650183773411666,33.33203818647726,Sunny
2023-01-03,New York,22.54841122420645,2.1642226343940996,82.47359122648898,Rain
2023-01-04,New York,9.04673421187804,3.4907710610478504,83.22169027922696,Snow
2023-01-05,New York,7.985051365196615,5.658642437133635,39.17877102452587,Rain
2023-01-06,New York,29.479065571523627,19.537001714907788,44.9453677724989,Snow
2023-01-07,New York,-3.5469140960514345,18.10780185370788,73.38004152408378,Snow
2023-01-08,New York,21.01499376491723,6.869345471742896,70.92139478294172,Rain
2023-01-09,New York,30.83797418165006,14.350902105962032,78.33088570597884,Sunny
2023-01-10,New York,-1.596406956825831,13.394483391884858,30.74272201774698,Sunny
2023-01-11,New York,4.96595872551206,10.1446986948811,76.79603290309757,Sunny
2023-01-12,New York,26.161529571404444,7.349248375719113,61.451725880677515,Rain
2023-01-13,New York,20.392197946675502,2.006930313593296,45.69932671886429,Sunny
2023-01-14,New York,9.843380179738928,17.370958937526666,41.266508268411044,Sunny
2023-01-15,New York,-4.9156030289611685,17.276311232963923,56.666477603347474,Rain
2023-01-16,New York,0.48175702535837583,10.825645407046125,55.18784639911918,Snow
2023-01-17,New York,34.755425060604026,7.848358107466817,39.46839648141929,Sunny
2023-01-18,New York,19.30357085485165,9.447906728241245,69.68645628297327,Sunny
2023-01-19,New York,6.118125183920128,18.70746020126139,30.97915814608604,Sunny
2023-01-20,New York,7.129233591408486,6.834790095141621,63.59819892687361,Snow
2023-01-21,New York,14.963219238528211,11.49698695837969,38.068176265724354,Sunny
2023-01-22,New York,24.734038235576662,17.452852978988126,76.28110362799936,Rain
2023-01-23,New York,16.128169688178396,7.617162310069425,35.347924992415706,Rain
2023-01-24,New York,13.281546338663372,13.911104732021567,87.10758796774127,Sunny
2023-01-25,New York,26.676340638453155,5.399869041443816,31.835155983646825,Rain
2023-01-26,New York,2.1664788634732535,1.3083793152677003,62.251923468277695,Snow
2023-01-27,New York,27.159529328457396,16.38734553439749,57.92194808286336,Snow
2023-01-28,New York,12.738671045838146,1.9980493980889213,63.29738893877934,Snow
2023-01-29,New York,29.626195011651497,11.344558208976714,49.65559839168639,Rain
2023-01-30,New York,-0.6296399144490028,17.31951458303018,46.17394563370625,Rain
2023-01-31,New York,33.30674167097169,11.504102028298384,46.22013410870949,Sunny
2023-02-01,New York,26.58630629672356,19.757005299906417,32.553827062964565,Rain
2023-02-02,New York,8.59819012126489,6.771592633074148,44.9086469913314,Sunny
2023-02-03,New York,16.623993509123256,6.069590131790951,32.82444754099583,Snow
2023-02-04,New York,5.6253643682591115,14.752965842256229,40.913165782945796,Sunny
2023-02-05,New York,23.169119433240404,8.180175230654934,57.009369657896485,Sunny
2023-02-06,New York,7.153673812807572,15.257447809987886,63.62673218563733,Rain
2023-02-07,New York,31.10415811434948,19.539464622070483,32.43014936826169,Sunny
2023-02-08,New York,23.402618918401174,1.474192134498955,37.92339181370893,Snow
2023-02-09,New York,34.39968415116145,2.5411756760497384,41.28363199138049,Rain
2023-02-10,New York,10.492968677996073,16.421770974054198,64.75277414875755,Rain
2023-02-11,New York,13.55591020493073,6.711891571270694,83.21850278533893,Sunny
2023-02-12,New York,4.213689050762728,9.24817115578528,65.59342981155118,Snow
2023-02-13,New York,34.736178709121845,15.526055721556462,58.87795761537894,Snow
2023-02-14,New York,26.231906501226625,13.23906144704715,56.65909855496257,Sunny
2023-02-15,New York,-2.4953289988337657,13.939044935459783,76.7635248083314,Rain
2023-02-16,New York,5.902727878288513,15.588176550441284,37.95405269536192,Rain
2023-02-17,New York,27.984476107093805,7.313459937063813,33.04834198219834,Snow
